no,Folder(NamePlant)
4057,Trichomanes_motleyi
4058,Trichomanes_parvifolium
4059,Trichosanthes_anguina
4060,Trichosanthes_cucumerina
4061,Trichosanthes_kirilowii
4062,Trichosanthes_ovigera
4063,Trichosanthes_tricuspidata
4064,Trichotosia_dalatensis
4065,Trichotosia_microphylla
4066,Trichotosia_velutina
4067,Tridax_procumbens
4068,Trifidacanthus_unifoliolatus
4069,Trifolium_pratense
4070,Trigonella_foenum-graecum
4071,Trigonospora_ciliata
4072,Trigonostemon_capitellatus
4073,Trigonostemon_eberhardtii
4074,Trigonostemon_fragilis
4075,Trigonostemon_hybridus
4076,Trigonostemon_laoticus
4077,Trigonostemon_murtonii
4078,Trigonostemon_pierrei
4079,Trigonostemon_quocensis
4080,Trigonostemon_rubescens
4081,Trigonostemon_stellaris
4082,Trigonostemon_thyrsoideus
4083,Trigonotis_macrophylla
4084,Tripogon_chinense
4085,Tripterospermum_australe
4086,Tripterospermum_nienkui
4087,Tristellateia_australasiae
4088,Triumfetta_annua
4089,Triumfetta_pilosa
4090,Triumfetta_repens
4091,Tropidia_curculigoides
4092,Tubocapsicum_anomalum
4093,Tupistra_albiflora
4094,Tupistra_densiflora
4095,Tupistra_gracilis
4096,Tupistra_patula
4097,Tupistra_wattii
4098,Turpinia_cochinchinensis
4099,Turpinia_montana
4100,Turpinia_pomifera
4101,Tylophora_glabra
4102,Tylophora_indica
4103,Tylophora_ovata
4104,Typha_elephantina
4105,Typhonium_acetosella
4106,Typhonium_blumei
4107,Typhonium_flagelliforme
4108,Typhonium_horsfieldii
4109,Typhonium_laoticum
4110,Typhonium_trilobatum
4111,Typhonium_violaefolium
4112,Ulmus_lancifolia
4113,Uncifera_dalatensis
4114,Uraria_acuminata
4115,Uraria_campanulata
4116,Uraria_cordifolia
4117,Uraria_lacei
4118,Uraria_picta
4119,Uraria_rufescens
4120,Urceola_rosea
4121,Urobotrya_longipes
4122,Urochloa_mutica
4123,Uvaria_boniana
4124,Uvaria_cordata
4125,Uvaria_grandiflora
4126,Uvaria_hirsuta
4127,Uvaria_micrantha
4128,Uvaria_rufa
4129,Vaccinium_brevipedicellatum
4130,Vaccinium_dunalianum
4131,Vaccinium_iteophyllum
4132,Vaccinium_papillatum
4133,Vaccinium_pseudospadiceum
4134,Vaccinium_retusum
4135,Vaccinium_vietnamense
4136,Valeriana_hardwickii
4137,Vallaris_solanacea
4138,Vanda_bidupensis
4139,Vanda_denisoniana
4140,Vanda_lilacina
4141,Vanda_micholitzii
4142,Vandopsis_gigantea
4143,Vanilla_annamica
4144,Vanilla_shenzhenica
4145,Vatica_cinerea
4146,Vatica_mangachopoi
4147,Vatica_pauciflora
4148,Verbena_hybrida
4149,Vernicia_fordii
4150,Vernonia_annamica
4151,Vernonia_arborea
4152,Vernonia_attenuata
4153,Vernonia_blanda
4154,Vernonia_chevalierii
4155,Vernonia_cumingiana
4156,Vernonia_eberhardtii
4157,Vernonia_esculenta
4158,Vernonia_forrestii
4159,Vernonia_parishii
4160,Vernonia_saligna
4161,Vernonia_solanifolia
4162,Vernonia_sylvatica
4163,Vernonia_villosa
4164,Veronica_javanica
4165,Vetiveria_zizanioides
4166,Viburnum_odoratissimum
4167,Vicia_faba
4168,Vicia_sativa
4169,Vietnamocalamus_catbaensis
4170,Vietnamochloa_aurea
4171,Vietnamosasa_darlacensis
4172,Vietorchis_aurea
4173,Vigna_(F.G
4174,Vigna_dalzelliana
4175,Vigna_luteola
4176,Vigna_mungo
4177,Vigna_radiata
4178,Vigna_umbellata
4179,Vigna_vexillata
4180,Viola_arcuata
4181,Viola_betonicifolia
4182,Viola_hortensis
4183,Viola_japonica
4184,Viola_pilosa
4185,Viola_sumatrana
4186,Viscum_album
4187,Viscum_liquidambaricola
4188,Viscum_multinerve
4189,Visnaga_daucoides
4190,Vitex_canescens
4191,Vitex_limonifolia
4192,Vitex_peduncularis
4193,Vitex_pierrei
4194,Vitex_quinata
4195,Vitex_stylosa
4196,Vitex_tripinnata
4197,Vitis_balansaeana
4198,Vitis_labrusca
4199,Vitis_piasezkii
4200,Vitis_vinifera
4201,Vittaria_elongata
4202,Vossia_cuspidata
4203,Wallichia_chinensis
4204,Walsura_bonii
4205,Walsura_robusta
4206,Waltheria_americana
4207,Wedelia_biflora
4208,Wedelia_prostrata
4209,Wedelia_wallichii
4210,Wikstroemia_androsaemifolia
4211,Wikstroemia_indica
4212,Wikstroemia_nutans
4213,Willughbeia_edulis
4214,Woodwardia_cochinchinensis
4215,Woodwardia_japonica
4216,Wrightia_annamensis
4217,Wrightia_coccinea
4218,Wrightia_lecomtei
4219,Wrightia_religiosa
4220,Wrightia_tinctoria
4221,Xanthium_inaequilaterum
4222,Xanthophyllum_annamense
4223,Xanthophyllum_eberhardtii
4224,Xanthophyllum_flavescens
4225,Xanthophyllum_hainanense
4226,Xanthophyllum_obscurum
4227,Xanthophyllum_vitellinum
4228,Xantolis_barauenssis
4229,Xantolis_cambodiana
4230,Xantolis_longispinosa
4231,Xantolis_tomentosa
4232,Xerospermum_noronhianum
4233,Xiphopterella_parva
4234,xoa_xóa
4235,Xylocarpus_granatum
4236,Xylopia_pierrei
4237,Xylopia_vielana
4238,Xylosma_longifolium
4239,Xyris_capensis
4240,Xyris_grandis
4241,Xyris_intersita
4242,Xyris_pauciflora
4243,Xyris_wallichii
4244,Youngia_erythrocarpa
4245,Youngia_heterophylla
4246,Youngia_tenuifolia
4247,Zantedeschia_aethiopica
4248,Zehneria_indica
4249,Zehneria_maysorensis
4250,Zenia_insignis
4251,Zephyranthes_carinata
4252,Zeuxine_abbreviata
4253,Zeuxine_nervosa
4254,Zeuxine_strateumatica
4255,Zingiber_acuminata
4256,Zingiber_cardiocheilum
4257,Zingiber_cochinchinense
4258,Zingiber_discolor
4259,Zingiber_gramineum
4260,Zingiber_lecongkietii
4261,Zingiber_microcheilum
4262,Zingiber_officinale
4263,Zingiber_plicatum
4264,Zingiber_rubens
4265,Zingiber_skornickovae
4266,Zingiber_zerumbet
4267,Zinnia_elegans
4268,Zizania_caduciflora
4269,Zornia_cantoniensis
4270,Zostera_japonica
4271,Zoysia_matrella
4272,Zoysia_tenuifolia
