no,Folder(NamePlant),Giới (Kingdom),Nhánh (Clade),Không phân hạng,Bộ (Order),Họ (Family),Chi (Genus),Loài,Số lượng ảnh,Mô tả
89,Aeschynanthus_radicans,Plantae,,"Angiospermae
Eudicots",Lamiales,Gesneriaceae,Aeschynanthus,A. radicans,100,Aeschynanthus radicans là một loài thực vật có hoa trong họ Tai voi. Loài này được Jack mô tả khoa học đầu tiên năm 1823.
90,Aeschynomene_aspera,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Aeschynomene,A. aspera,100,"Rút nhám, rút dại hay điền ma nhám (tên danh pháp hai phần: Aeschynomene aspera) là một loài thực vật có hoa thủy sinh thuộc họ Fabaceae. Ruột cây rút nhám rất xốp và nhẹ, có tính cách nhiệt nên được dùng làm cốt mũ và nón, nhất là loại mũ mà tiếng Việt thường gọi là Mũ cối.
Bản địa của cây rút nhám là Bangladesh, Bhutan, Campuchia, Ấn Độ, Indonesia, Lào, Malaysia, Myanmar, Malaysia, Nepal, Pakistan, Sri Lanka, Thái Lan, and Việt Nam. Cây rút mọc hoang ở những vùng đất trũng, ven ao hồ, ruộng ngập kể cả vùng nước lợ."
91,Aeschynomene_uniflora,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Aeschynomene,A. uniflora,100,Aeschynomene uniflora là một loài thực vật có hoa trong họ Đậu. Loài này được E.Mey. miêu tả khoa học đầu tiên.
92,Afzelia_xylocarpa,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Afzelia,A. xylocarpa,100,"Gõ đỏ, các tên gọi khác như hổ bì, cà te (danh pháp hai phần: Afzelia xylocarpa), là loài thực vật thuộc họ Đậu, mọc tại một số nước Đông Nam Á như: Thái Lan, Việt Nam, Campuchia, Lào và Myanmar."
93,Aganope_heptaphylla,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Aganope,A. heptaphylla,100,Dây cóc hay cóc kèn chùy dài (danh pháp hai phần: Aganope heptaphylla) là một loài thực vật có hoa trong họ Đậu. Loài này được (L.) Polhill miêu tả khoa học đầu tiên.
94,Aganosma_petelotii,Plantae,,"Angiospermae
Eudicots",Gentianales,Apocynaceae,Aganosma,A. petelotii,100,Aganosma petelotii là một loài thực vật có hoa trong họ La bố ma. Loài này được Lý mô tả khoa học đầu tiên năm 1981.
95,Agapanthus_africanus,Plantae,,"Angiospermae
Monocot",Asparagales,Amaryllidaceae,Agapanthus,A. africanus,100,Thanh anh hay huệ sông Nile (danh pháp hai phần: Agapanthus africanus) là một loài thực vật có hoa trong họ Amaryllidaceae. Loài này được Carl Linnaeus miêu tả khoa học đầu tiên năm 1753 dưới danh pháp Crinum africanum. Năm 1824 Johann Centurius von Hoffmannsegg chuyển nó sang chi Agapanthus.
96,Agapetes_cauliflora,Plantae,,"Angiospermae
Eudicots",Ericales,Ericaceae,Agapetes,A. cauliflora,100,Agapetes cauliflora là một loài thực vật có hoa trong họ Thạch nam. Loài này được Merr. mô tả khoa học đầu tiên năm 1938.
97,Agapetes_hosseana,Plantae,,"Angiospermae
Eudicots",Ericales,Ericaceae,Agapetes,A. hosseana,100,Agapetes hosseana là một loài thực vật có hoa trong họ Thạch nam. Loài này được Diels mô tả khoa học đầu tiên năm 1905.
98,Agapetes_mannii,Plantae,,"Angiospermae
Eudicots",Ericales,Ericaceae,Agapetes,A. mannii,100,Agapetes mannii là một loài thực vật có hoa trong họ Thạch nam. Loài này được Hemsl. mô tả khoa học đầu tiên năm 1892.
99,Agastache_rugosa,Plantae,,"Angiospermae
Eudicots",Lamiales,Lamiaceae,Agastache,A. rugosa,100,"Hoắc hương núi, còn gọi là phú vĩ nhám, thổ hoắc hương, xuyên hoắc hương hay ngắn gọn là hoắc hương (tên khoa học: Agastache rugosa) là một loài thực vật có hoa trong họ Hoa môi. Loài này được Friedrich Ernst Ludwig von Fischer và Carl Anton von Meyer mô tả khoa học đầu tiên năm 1835 dưới danh pháp Lophanthus rugosus. Năm 1891 Carl Ernst Otto Kuntze chuyển nó sang chi Agastache."
100,Agave_amaniensis,,,,,,,,100,"Thùa sợi hay dứa sợi Cuba, dứa sợi không gai, agao sợi (danh pháp: Agave sisalana) là loài thực vật có hoa trong họ Măng tây. Loài này được Perrine miêu tả khoa học đầu tiên năm 1838."
101,Agave_angustifolia,Plantae,,"Angiospermae
Monocots",Asparagales,Agavaceae,Agave,A. angustifolia,100,"Thùa lá hẹp hay thùa lá trắng, dứa lá trắng (danh pháp hai phần: Agave angustifolia, đồng nghĩa: Agave breedlovei, Agave vivipara) là một loài thực vật có nguồn gốc từ México. Nó được sử dụng để sản xuất rượu mezcal cũng như được trồng làm cây cảnh."
102,Agave_cantula,,,,,,,,100,Agave cantala là một loài thực vật có hoa trong họ Măng tây. Loài này được (Haw.) Roxb. ex Salm-Dyck mô tả khoa học đầu tiên năm 1829.
103,Agave_chinensis,,,,,,,,100,Agave chiapensis là một loài thực vật có hoa trong họ Măng tây. Loài này được Jacobi mô tả khoa học đầu tiên năm 1866.
104,Agave_rigida,,,,,,,,100,"Thùa sợi hay dứa sợi Cuba, dứa sợi không gai, agao sợi (danh pháp: Agave sisalana) là loài thực vật có hoa trong họ Măng tây. Loài này được Perrine miêu tả khoa học đầu tiên năm 1838."
105,Agave_sisalana,Plantae,,"Angiospermae
Monocot",Asparagales,Asparagaceae,Agave,A. sisalana,100,"Thùa sợi hay dứa sợi Cuba, dứa sợi không gai, agao sợi (danh pháp: Agave sisalana) là loài thực vật có hoa trong họ Măng tây. Loài này được Perrine miêu tả khoa học đầu tiên năm 1838."
106,Agelaea_macrophylla,Plantae,,"Angiospermae
Eudicots",Oxalidales,Connaraceae,Agelaea,A. macrophylla,100,Agelaea macrophylla là một loài thực vật có hoa trong họ Connaraceae. Loài này được (Zoll.) Leenh. mô tả khoa học đầu tiên năm 1958.
107,Ageratum_conyzoides,Plantae,,"Angiospermae
Eudicots
Asterids",Asterales,Asteraceae,Ageratum,A. conyzoides,98,"Cây cứt lợn (tên khoa học Ageratum conyzoides), còn gọi là cây hoa ngũ vị, cây bù xít, thắng hồng kế, cỏ hôi, cỏ thúi địt (địt ở đây có nghĩa là rắm), là một loài cây thuộc họ Cúc. Cây thường được dùng như một loài cây thuốc."
108,Aglaia_dasyclada,Plantae,,"Angiospermae
Eudicots
Rosids",Sapindales,Meliaceae,Amoora,A. dasyclada,98,"Gội đỏ (danh pháp hai phần: Amoora dasyclada) là một loài thực vật thuộc họ Meliaceae. Loài này có ở Trung Quốc và Việt Nam. Chúng hiện đang bị đe dọa vì mất môi trường sống.
Theo Danh lục các loài thực vật Việt Nam, Amoora dasyclada là danh pháp đồng nghĩa với Aglaia dasyclada."
109,Aglaia_edulis,Plantae,,"Angiospermae
Eudicots
Rosids",Sapindales,Meliaceae,Aglaia,A. edulis,100,"Gội dịu hay ngâu dịu (danh pháp khoa học: Aglaia edulis) là một loài thực vật thuộc họ Meliaceae. Loài này có ở Bhutan, Campuchia, Trung Quốc, Ấn Độ, Indonesia, Malaysia, Myanmar, Philippines, Thái Lan, và Việt Nam."
110,Aglaia_eximia,Plantae,,"Angiospermae
Eudicots",Sapindales,Meliaceae,Aglaia,A. eximia,100,Aglaia eximia là một loài thực vật có hoa trong họ Meliaceae. Loài này được Miq. mô tả khoa học đầu tiên năm 1861.
111,Aglaia_hiernii,Plantae,,"Angiospermae
Eudicots
Rosids",Sapindales,Meliaceae,Aglaia,A. hiernii,100,"Gội hiern hay ngâu hiern (danh pháp hai phần: Aglaia hiernii) là một loài thực vật thuộc họ Meliaceae. Loài này có ở Indonesia, Malaysia và Việt Nam. Tại Việt Nam, loài này phân bố ở khu vực Hải Vân thuộc Đà Nẵng."
112,Aglaia_lawii,Plantae,,"Angiospermae
Eudicots
Rosids",Sapindales,Meliaceae,Aglaia,A. lawii,100,"Gội bốn cánh (danh pháp khoa học: Aglaia lawii) là một loài thực vật thuộc họ Meliaceae. Loài này có ở Bhutan, Brunei, Trung Quốc, quần đảo Cocos (Keeling), Ấn Độ, Indonesia, Lào, Malaysia, Myanmar, Papua New Guinea, Philippines, quần đảo Solomon, Đài Loan, Thái Lan, và Việt Nam."
113,Aglaia_odoratissma,,,,,,,,100,"Ngâu rất thơm (danh pháp khoa học: Aglaia odoratissima) là một loài thực vật thuộc họ Meliaceae. Loài này có ở Brunei, Ấn Độ, Indonesia, Malaysia, Myanmar, Philippines, Singapore, và Thái Lan."
114,Aglaia_perviridis,Plantae,,"Angiospermae
Eudicots
Rosids",Sapindales,Meliaceae,Aglaia,A. perviridis,100,"Gội xanh hay ngâu rất xanh (danh pháp khoa học: Aglaia perviridis) là một loài thực vật]] thuộc họ Meliaceae. Loài này có ở Bangladesh, Bhutan, Trung Quốc, Ấn Độ, Malaysia, Thái Lan, và Việt Nam."
115,Aglaia_roxburghiana,,,,,,,,100,"Chi Gội hay chi Ngâu (danh pháp khoa học: Aglaia) là một chi gồm hơn 100 loài thực vật trong họ Xoan, bộ Bồ hòn."
116,Aglaia_spectabilis,Plantae,,"Angiospermae
Eudicots
Rosids",Sapindales,Meliaceae,Aglaia,A. spectabilis,100,"Gội nếp (danh pháp khoa học: Aglaia spectabilis) (tiếng Thái: ตาเสือใหญ่, tiếng Khmer: bangkeou damrei) gỗ thuộc họ Meliaceae. 

Loài này có ở Úc (Queensland), Campuchia, Trung Quốc, Ấn Độ, Indonesia, Lào, Malaysia, Myanmar, Papua New Guinea, Philippines, quần đảo Solomon, Thái Lan, và Việt Nam."
117,Aglaia_tomentosa,Plantae,,"Angiospermae
Eudicots
Rosids",Sapindales,Meliaceae,Aglaia,A. tomentosa,97,"Gội lông (danh pháp khoa học: Aglaia tomentosa) là một loài thực vật thuộc họ Meliaceae. Loài này có ở Úc (Queensland), Brunei, Ấn Độ, Indonesia, Lào, Malaysia, Papua New Guinea, Philippines, Singapore, và Việt Nam."
118,Aglaodorum_griffithii,Plantae,,"Angiospermae
Monocots",Alismatales,Araceae,"AglaodorumSchott, 1858",A. griffithii,100,"Mái chèo, mái dầm hay vạn niên thanh cửa sông (danh pháp khoa học: Aglaodorum griffithii) là loài thực vật có hoa duy nhất thuộc chi Aglaodorum trong họ Ráy (Araceae). Loài này được (Schott) Schott mô tả khoa học đầu tiên năm 1858.Aglaodorum griffithii cực kỳ giống với các loài minh ty của chi Aglaonema. Khác biệt chính là ở chỗ Aglaodorum có quả màu xanh lục trong khi Aglaonema có quả màu đỏ. Ngoài ra, Aglaodorum có cuống hoa dài hơn và chỉ có một vòng hoa thay vì nhiều vòng như ở Aglaonema.Aglaodorum sinh sống trên các nền bùn vùng thủy triều ở Borneo, Sumatra, miền nam Đông Dương và bán đảo Mã Lai. Nó thường mọc cùng Cryptocoryne ciliata và Nypa fruticans. Đặc trưng thú vị của loài này là hạt nảy mầm trước khi rụng khỏi cây. Hạt của nó khá lớn về kích thước."
119,Aglaomorpha_coronans,Plantae,,,Polypodiales,Polypodiaceae,Aglaomorpha,A. coronans,100,Aglaomorpha coronans là một loài thực vật có mạch trong họ Polypodiaceae. Loài này được (Wall. ex Mett.) Copel. miêu tả khoa học đầu tiên năm 1929.
120,Aglaonema_cochinchinensis,,,,,,,,100,Minh ty Nam Bộ hay minh ti thanh Nam Bộ (danh pháp khoa học: Aglaonema cochinchinense) là một loài thực vật có hoa trong họ Ráy (Araceae). Loài này được Engl. miêu tả khoa học đầu tiên năm 1915.
121,Aglaonema_cordifolium,Plantae,,"Angiospermae
Monocots",Alismatales,Araceae,Aglaonema,A. cordifolium,100,Aglaonema cordifolium là một loài thực vật có hoa trong họ Ráy (Araceae). Loài này được Engl. mô tả khoa học đầu tiên năm 1915.
122,Aglaonema_marantifolium,Plantae,,"Angiospermae
Monocots",Alismatales,Araceae,Aglaonema,A. marantifolium,100,Aglaonema marantifolium là một loài thực vật có hoa trong họ Ráy (Araceae). Loài này được Blume mô tả khoa học đầu tiên năm 1837.
123,Aglaonema_tenuipes,Plantae,,"Angiospermae
Monocots",Alismatales,Araceae,Aglaonema,A. tenuipes,100,Aglaonema tenuipes là một loài thực vật có hoa trong họ Ráy (Araceae). Loài này được Engl. mô tả khoa học đầu tiên năm 1902.
124,Agrimonia_viscidula,,,,,,,,100,"Chi Long nha thảo hay chi Móc bạc (danh pháp khoa học: Agrimonia) là một chi chứa khoảng 12-15 loài thực vật có hoa thân thảo sống lâu năm, thuộc họ Rosaceae, bản địa của khu vực ôn đới Bắc bán cầu, với 1 loài có ở châu Phi. Các loài cây này mọc cao tới khoảng 0,5–2 m, với các lá lông chim đứt đoạn và các hoa nhỏ màu vàng, mọc thành một chùm dạng bông, thường không phân nhánh.
Các loài Agrimonia bị ấu trùng của một số loài thuộc bộ Cánh vẩy (Lepidoptera) phá hại, như các loài bướm nhảy thuộc chi Pyrgus như Pyrgus malvae (ghi nhận trên A. eupatoria) và Pyrgus alveus."
125,Agrostistachys_longifolia,,,,,,,,87,Agrostistachys borneensis là một loài thực vật có hoa trong họ Đại kích. Loài này được Becc. mô tả khoa học đầu tiên năm 1904.
126,Agrostis_stolonifera,Plantae,,"Angiospermae
Monocots",Poales,Poaceae,Agrostis,A. stolonifera,100,"Cỏ bồ bặc hay cỏ ống bentgrass (Agrostis stolonifera) là một loài thực vật có hoa trong họ Hòa thảo. Loài này được Carl von Linné mô tả khoa học đầu tiên năm 1753. Loài này có thể được tìm thấy phát triển trong nhiều môi trường sống khác nhau bao gồm rừng cây, đồng cỏ và đồng cỏ, đất ngập nước, vùng ven sông, và là loài tiên phong trên các địa điểm bị xáo trộn. Là loài bản địa Âu Á và Bắc Phi (Algeria, Morocco và Tunisia). Có thể nó cũng có thể có nguồn gốc từ các vùng phía bắc của Bắc Mỹ, và trong mọi trường hợp, đây là loài được du nhập rộng rãi trên lục địa đó và ở nhiều nơi khác."
127,Agrostophyllum_callosum,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Agrostophyllum,A. callosum,100,Agrostophyllum callosum là một loài thực vật có hoa trong họ Lan. Loài này được Rchb.f. mô tả khoa học đầu tiên năm 1868.
128,Aidia_chantonea,Plantae,,"Angiospermae
Eudicots",Gentianales,Rubiaceae,Aidia,A. chantonea,100,"Găng, tên khoa học Aidia chantonea, là một loài thực vật có hoa trong họ Thiến thảo. Loài này được Tirveng. mô tả khoa học đầu tiên năm 1986."
129,Aidia_henryi,Plantae,,"Angiospermae
Eudicots",Gentianales,Rubiaceae,Aidia,A. henryi,100,Aidia henryi (tên tiếng Việt: găng Henry) là một loài thực vật có hoa trong họ Thiến thảo. Loài này được (E.Pritz.) T.Yamaz. mô tả khoa học đầu tiên năm 1970.
130,Aidia_pycnantha,Plantae,,"Angiospermae
Eudicots",Gentianales,Rubiaceae,Aidia,A. pycnantha,100,Aidia pycnantha là một loài thực vật có hoa trong họ Thiến thảo. Loài này được (Drake) Tirveng. mô tả khoa học đầu tiên năm 1983.
131,Ailanthus_integrifolia,Plantae,,"Angiospermae
Eudicots
Rosids",Sapindales,Simaroubaceae,Ailanthus,A. integrifolia,97,"Thanh thất lá nguyên (danh pháp khoa học: Ailanthus integrifolia; tiếng Anh thường gọi là White Siris) là một loài thực vật thuộc họ Simaroubaceae. Loài này có ở Ấn Độ, Indonesia, Malaysia, Papua New Guinea, quần đảo Solomon, và Việt Nam."
132,Ailanthus_vietnamensis,Plantae,,"Angiospermae
Eudicots
Rosids",Sapindales,Simaroubaceae,Ailanthus,A. vietnamensis,100,"Thanh thất Việt Nam (danh pháp hai phần: Ailanthus vietnamensis H.V.Sam & Noot.) là loài cây gỗ, cao khoảng 8 m, đường kính thân khoảng 20 cm, hoa tạp tính (cả hoa đực và hoa cái trên cùng một cây), quả có cánh. Thời gian ra hoa từ tháng 3 đến tháng 5, quả chín từ tháng 5 đến tháng 7.Loài thực vật mới này được phát hiện tại vườn quốc gia Cúc Phương, địa phận huyện Thạch Thành, tỉnh Thanh Hoá do Hoàng Văn Sâm và Hans P. Nooteboom phát hiện và công bố. Không lâu sau đó, trang web của tạp chí Blumea đã công bố một loài thực vật này và lần đầu tiên được ghi nhận trên thế giới.
Loài này được H.V.Sam & Noot. mô tả khoa học đầu tiên năm 2007."
133,Ainsliaea_chapaensis,Plantae,,"Angiospermae
Eudicots",Asterales,Asteraceae,Ainsliaea,A. chapaensis,90,Ánh lệ Sapa (danh pháp: Ainsliaea chapaensis) là một loài thực vật có hoa trong họ Cúc. Loài này được Merr. miêu tả khoa học đầu tiên năm 1940.
134,Ainsliaea_glabra,Plantae,,"Angiospermae
Eudicots",Asterales,Asteraceae,Ainsliaea,A. glabra,90,Ainsliaea glabra là một loài thực vật có hoa trong họ Cúc. Loài này được Hemsl. mô tả khoa học đầu tiên năm 1888.
